100	296.0827931034483	1	1
100	304.2698620689655	1	2
100	300.9391	1	3
100	300.64396551724144	1	4
100	297.8848275862069	1	5
100	301.1931379310344	1	6
100	298.5758666666667	1	7
100	297.64772413793094	1	8
100	301.39382758620684	1	9
100	294.6710344827586	2	1
100	299.07651724137935	2	2
100	299.05762068965527	2	3
100	299.59866666666665	2	4
100	291.73427586206896	2	5
100	297.6803103448276	2	6
100	301.1382068965517	2	7
100	301.1228275862069	2	8
100	301.18127586206896	2	9
100	296.17744827586205	3	1
100	298.1828275862069	3	2
100	294.53406666666666	3	3
100	295.1601379310345	3	4
100	303.0091379310345	3	5
100	301.13073333333335	3	6
100	300.88173333333333	3	7
100	300.7506896551725	3	8
100	336.7863448275862	3	9
100	296.0831034482759	4	1
100	302.7164827586207	4	2
100	296.71675862068963	4	3
100	295.8852758620689	4	4
100	298.44296551724136	4	5
100	299.6473793103449	4	6
100	300.9960666666667	4	7
100	302.3747241379311	4	8
100	302.08599999999996	4	9
100	292.92413793103447	5	1
100	298.2614827586207	5	2
100	298.8021034482759	5	3
100	299.88937931034485	5	4
100	295.9710689655173	5	5
100	296.68303448275867	5	6
100	294.1456666666666	5	7
100	297.65900000000005	5	8
100	301.81634482758625	5	9
100	293.1972068965517	6	1
100	299.92037931034486	6	2
100	301.92493103448277	6	3
100	298.4929655172413	6	4
100	293.2132413793103	6	5
100	300.72044827586205	6	6
100	298.3650333333333	6	7
100	302.1017931034482	6	8
100	303.9038620689655	6	9
100	293.18127586206896	7	1
100	300.2624827586207	7	2
100	297.0000689655173	7	3
100	300.5395172413793	7	4
100	299.26579310344823	7	5
100	297.82955172413796	7	6
100	297.68179310344823	7	7
100	301.0907241379311	7	8
100	304.8778965517241	7	9
100	296.782	8	1
100	300.13779310344825	8	2
100	299.6987931034483	8	3
100	295.3349655172413	8	4
100	301.28227586206896	8	5
100	321.97239285714284	8	6
100	301.33255172413794	8	7
100	299.41551724137935	8	8
100	299.9062758620689	8	9
100	291.98113793103454	9	1
100	300.7126	9	2
100	301.56503448275856	9	3
100	303.46582758620696	9	4
100	294.9963448275862	9	5
100	302.8517586206896	9	6
100	301.0576206896552	9	7
100	302.65137931034485	9	8
100	300.3258666666667	9	9
1500	2338.0965517241375	1	1
1500	2322.40275862069	1	2
1500	2270.598275862068	1	3
1500	2275.3696666666665	1	4
1500	2232.07	1	5
1500	2144.3796551724135	1	6
1500	2184.52	1	7
1500	2195.516	1	8
1500	2148.592666666667	1	9
1500	2811.272068965517	2	1
1500	2765.319666666666	2	2
1500	2847.4000000000005	2	3
1500	2849.114137931034	2	4
1500	2867.346333333334	2	5
1500	2836.3550000000005	2	6
1500	2835.0165517241376	2	7
1500	2890.197666666667	2	8
1500	2871.2762068965512	2	9
1500	2936.8044827586214	3	1
1500	2956.491666666667	3	2
1500	2895.7713793103453	3	3
1500	2857.704137931035	3	4
1500	2854.0741379310343	3	5
1500	2936.134827586207	3	6
1500	2885.7616666666663	3	7
1500	2871.218620689655	3	8
1500	2906.3337931034484	3	9
1500	3000.233793103448	4	1
1500	2936.824482758621	4	2
1500	2975.8500000000004	4	3
1500	2900.545862068965	4	4
1500	2930.5079310344827	4	5
1500	2931.057586206897	4	6
1500	2928.726206896551	4	7
1500	2894.2673333333346	4	8
1500	2931.72275862069	4	9
1500	2976.6493333333333	5	1
1500	2965.3368965517243	5	2
1500	2879.006551724138	5	3
1500	2945.5210344827583	5	4
1500	2948.376896551724	5	5
1500	2950.5090000000005	5	6
1500	2957.946551724138	5	7
1500	2938.4479310344823	5	8
1500	2920.650689655172	5	9
1500	2966.0648275862072	6	1
1500	2936.142068965517	6	2
1500	2938.5631034482763	6	3
1500	2941.916896551725	6	4
1500	2931.3496551724147	6	5
1500	2930.860689655173	6	6
1500	2939.1831034482757	6	7
1500	2963.015862068966	6	8
1500	2946.6706896551727	6	9
1500	2969.2217241379312	7	1
1500	2979.5031034482754	7	2
1500	2982.1965517241374	7	3
1500	2952.159333333334	7	4
1500	2917.441379310345	7	5
1500	3103.703103448276	7	6
1500	2961.738333333333	7	7
1500	2988.524137931035	7	8
1500	2963.3582758620696	7	9
1500	2971.292413793103	8	1
1500	2938.2062068965515	8	2
1500	2964.1751724137926	8	3
1500	2912.921379310345	8	4
1500	2905.4551724137937	8	5
1500	2939.084827586207	8	6
1500	2973.7279310344816	8	7
1500	3106.907586206896	8	8
1500	2944.0975862068967	8	9
1500	2912.114137931035	9	1
1500	2922.735172413794	9	2
1500	2921.425862068966	9	3
1500	3029.093448275863	9	4
1500	2944.411724137932	9	5
1500	2928.0199999999995	9	6
1500	2962.3593103448275	9	7
1500	2947.472068965518	9	8
1500	2906.36448275862	9	9
9000	2905.221333333334	1	1
9000	2809.014827586207	1	2
9000	2780.043448275862	1	3
9000	2766.625000000001	1	4
9000	2772.5013793103453	1	5
9000	2796.5555172413783	1	6
9000	2797.037333333333	1	7
9000	2802.438620689655	1	8
9000	2747.766999999999	1	9
9000	5460.270344827586	2	1
9000	4764.060689655172	2	2
9000	4866.310689655172	2	3
9000	5300.265862068966	2	4
9000	4973.230344827587	2	5
9000	4991.634482758621	2	6
9000	4872.532000000001	2	7
9000	4906.9486206896545	2	8
9000	5251.114482758621	2	9
9000	5312.982758620689	3	1
9000	5282.867241379309	3	2
9000	5102.276551724138	3	3
9000	4805.856551724137	3	4
9000	4975.605517241379	3	5
9000	5134.261	3	6
9000	5148.043448275863	3	7
9000	5150.830000000001	3	8
9000	5085.681034482759	3	9
9000	5186.775172413792	4	1
9000	5384.814137931034	4	2
9000	5133.011724137932	4	3
9000	5184.385172413792	4	4
9000	5145.010689655172	4	5
9000	5282.774827586208	4	6
9000	5122.095517241381	4	7
9000	5213.2572413793105	4	8
9000	4972.751034482758	4	9
9000	5559.234827586204	5	1
9000	5406.361724137931	5	2
9000	5136.51344827586	5	3
9000	5255.294	5	4
9000	5148.950689655173	5	5
9000	5367.195172413793	5	6
9000	5125.514	5	7
9000	5227.365172413792	5	8
9000	5099.968965517241	5	9
9000	5392.749310344827	6	1
9000	5277.959655172414	6	2
9000	5347.005517241379	6	3
9000	5330.640689655174	6	4
9000	5309.025517241379	6	5
9000	5447.76827586207	6	6
9000	5273.868275862069	6	7
9000	5392.91275862069	6	8
9000	5231.111034482758	6	9
9000	5606.519000000001	7	1
9000	5519.20896551724	7	2
9000	5472.263000000001	7	3
9000	5424.065	7	4
9000	5431.400344827587	7	5
9000	5436.342758620689	7	6
9000	5198.429655172414	7	7
9000	5359.821666666668	7	8
9000	5429.203793103448	7	9
9000	5850.569655172413	8	1
9000	5704.1389655172425	8	2
9000	5507.033333333335	8	3
9000	5364.221034482758	8	4
9000	5330.349655172415	8	5
9000	5442.776551724138	8	6
9000	5577.019655172413	8	7
9000	5493.567931034482	8	8
9000	5397.505517241378	8	9
9000	5823.71551724138	9	1
9000	5724.3344827586225	9	2
9000	5529.751333333334	9	3
9000	5471.845000000001	9	4
9000	5458.395517241381	9	5
9000	5419.849310344826	9	6
9000	5526.543448275865	9	7
9000	5510.458620689655	9	8
9000	5543.634137931033	9	9
65000	4457.1296551724145	1	1
65000	4295.870000000001	1	2
65000	4248.065666666666	1	3
65000	4338.302068965517	1	4
65000	4316.165666666667	1	5
65000	4302.421724137931	1	6
65000	4299.433571428572	1	7
65000	4304.632413793102	1	8
65000	4247.274137931035	1	9
65000	7017.372068965517	2	1
65000	6802.590344827587	2	2
65000	6591.219310344825	2	3
65000	6455.398620689655	2	4
65000	6457.960689655172	2	5
65000	6911.243448275862	2	6
65000	6600.311034482757	2	7
65000	6703.241379310344	2	8
65000	6447.991034482759	2	9
65000	6467.865172413793	3	1
