1	0	111.702
1	1	57.196
1	2	48.7329
1	3	28.8885
1	4	23.2909
1	5	19.7921
1	6	28.3768
1	7	14.6321
1	8	23.2389
1	9	23.2025
1	10	21.0824
1	11	19.4076
1	12	18.2558
1	13	23.5658
1	14	20.4209
1	15	20.7869
2	0	91.292
2	1	57.3349
2	2	39.2324
2	3	29.2687
2	4	53.9683
2	5	20.1627
2	6	18.2582
2	7	26.3153
2	8	23.5868
2	9	23.3733
2	10	21.2806
2	11	19.6365
2	12	18.2871
2	13	23.6039
2	14	20.6616
2	15	20.9854
3	0	93.3683
3	1	57.271
3	2	38.0939
3	3	28.8268
3	4	33.4656
3	5	19.4497
3	6	16.719
3	7	15.6696
3	8	23.37
3	9	23.3867
3	10	21.0589
3	11	27.0935
3	12	23.6396
3	13	17.0742
3	14	36.9712
3	15	21.8641
5	0	93.5801
5	1	57.5493
5	2	71.4104
5	3	28.8785
5	4	23.2435
5	5	19.7973
5	6	37.5083
5	7	15.3682
5	8	23.0373
5	9	24.0123
5	10	41.7113
5	11	26.6399
5	12	23.2368
5	13	17.9589
5	14	20.3761
5	15	20.7028
8	0	91.4108
8	1	57.3704
8	2	46.9756
8	3	28.8085
8	4	53.2599
8	5	19.6715
8	6	21.9244
8	7	22.6449
8	8	23.1778
8	9	23.0056
8	10	22.3817
8	11	20.3855
8	12	23.7241
8	13	23.5325
8	14	27.9326
8	15	21.3082
12	0	91.0522
12	1	57.6999
12	2	56.6558
12	3	29.2032
12	4	23.3519
12	5	19.5164
12	6	37.5113
12	7	34.5672
12	8	23.3317
12	9	23.9099
12	10	21.2443
12	11	19.8069
12	12	18.0328
12	13	23.4131
12	14	20.2276
12	15	20.9203
17	0	122.12
17	1	74.19
17	2	49.852
17	3	37.4567
17	4	61.2517
17	5	25.2463
17	6	35.9872
17	7	22.338
17	8	31.3988
17	9	38.3963
17	10	29.6342
17	11	48.3861
17	12	30.6112
17	13	21.8482
17	14	28.5527
17	15	28.3582
25	0	121.729
25	1	74.3783
25	2	49.7877
25	3	37.5796
25	4	65.0723
25	5	24.9443
25	6	30.1903
25	7	19.1286
25	8	30.1553
25	9	29.999
25	10	35.674
25	11	25.1297
25	12	23.1625
25	13	22.6674
25	14	28.3715
25	15	26.7497
36	0	143.932
36	1	86.1698
36	2	83.1236
36	3	43.0776
36	4	34.3561
36	5	28.8175
36	6	46.4888
36	7	21.9269
36	8	35.1584
36	9	34.5715
36	10	31.2805
36	11	28.9789
36	12	27.2018
36	13	25.1105
36	14	31.2676
36	15	31.1192
51	0	166.921
51	1	98.1141
51	2	65.1186
51	3	49.5391
51	4	39.3975
51	5	63.3275
51	6	35.9782
51	7	24.7257
51	8	40.4097
51	9	65.5113
51	10	35.7858
51	11	33.0021
51	12	30.8215
51	13	40.31
51	14	51.4982
51	15	51.169
73	0	195.207
73	1	110.349
73	2	94.7399
73	3	55.1104
73	4	49.8788
73	5	37.2753
73	6	61.0928
73	7	33.2305
73	8	50.4567
73	9	59.6697
73	10	54.4472
73	11	70.9865
73	12	47.0393
73	13	50.6599
73	14	47.5241
73	15	40.0538
104	0	236.734
104	1	132.955
104	2	111.067
104	3	67.1256
104	4	80.9372
104	5	44.7242
104	6	63.0588
104	7	33.933
104	8	56.2795
104	9	53.559
104	10	66.8685
104	11	68.1193
104	12	57.2676
104	13	55.3845
104	14	50.0082
104	15	49.6293
148	0	304.817
148	1	168.312
148	2	119.941
148	3	84.8865
148	4	101.914
148	5	56.7487
148	6	48.5564
148	7	44.9587
148	8	71.5392
148	9	67.3466
148	10	61.0749
148	11	57.0419
148	12	74.3496
148	13	71.0225
148	14	89.6901
148	15	61.6666
210	0	396.863
210	1	215.715
210	2	143.739
210	3	108.335
210	4	94.3029
210	5	72.1936
210	6	104.617
210	7	56.4334
210	8	92.91
210	9	86.6322
210	10	78.5209
210	11	105.681
210	12	98.4379
210	13	62.9633
210	14	84.6443
210	15	79.1745
297	0	513.631
297	1	274.708
297	2	197.134
297	3	137.545
297	4	145.428
297	5	92.1029
297	6	116.03
297	7	69.2181
297	8	117.211
297	9	108.95
297	10	99.957
297	11	91.9127
297	12	124.258
297	13	115.149
297	14	107.973
297	15	133.903
421	0	701.173
421	1	372.355
421	2	250.947
421	3	186.255
421	4	182.911
421	5	123.96
421	6	108.483
421	7	128.235
421	8	160.855
421	9	149.886
421	10	196.323
421	11	183.267
421	12	116.682
421	13	156.43
421	14	146.712
421	15	137.937
596	0	958.328
596	1	499.586
596	2	349.229
596	3	250.243
596	4	217.31
596	5	167.033
596	6	184.051
596	7	166.8
596	8	217.493
596	9	200.375
596	10	182.379
596	11	167.995
596	12	180.215
596	13	145.011
596	14	196.648
596	15	214.201
843	0	1296.07
843	1	674.366
843	2	487.696
843	3	337.945
843	4	277.909
843	5	226.44
843	6	227.412
843	7	174.9
843	8	294.392
843	9	270.435
843	10	348.406
843	11	270.621
843	12	213.834
843	13	287.179
843	14	306.76
843	15	250.533
1193	0	1813.16
1193	1	936.821
1193	2	641.789
1193	3	468.539
1193	4	377.37
1193	5	313.044
1193	6	307.201
1193	7	238.091
1193	8	411.113
1193	9	376.615
1193	10	342.254
1193	11	329.206
1193	12	416.512
1193	13	400.017
1193	14	373.958
1193	15	349.719
1688	0	2533.49
1688	1	1300.33
1688	2	867.1
1688	3	650.722
1688	4	520.523
1688	5	434.559
1688	6	415.842
1688	7	396.776
1688	8	576.593
1688	9	521.106
1688	10	581.105
1688	11	435.023
1688	12	574.767
1688	13	509.638
1688	14	542.006
1688	15	487.308
2388	0	3544.98
2388	1	1815.35
2388	2	1210.2
2388	3	907.043
2388	4	725.945
2388	5	605.464
2388	6	541.397
2388	7	506.932
2388	8	802.516
2388	9	726.021
2388	10	701.243
2388	11	644.182
2388	12	635.856
2388	13	536.29
2388	14	485.718
2388	15	665.687
3378	0	4987.64
3378	1	2540.46
3378	2	1698.57
3378	3	1271.14
3378	4	1016.83
3378	5	848.299
3378	6	740.764
3378	7	712.232
3378	8	1119.1
3378	9	1017.87
3378	10	1019.17
3378	11	849.736
3378	12	1024.14
3378	13	852.061
3378	14	1015.17
3378	15	927.542
4778	0	6979.79
4778	1	3552.55
4778	2	2368.05
4778	3	1776.74
4778	4	1437.23
4778	5	1185.31
4778	6	1072.38
4778	7	970.733
4778	8	1570.85
4778	9	1423.2
4778	10	1342.51
4778	11	1201.83
4778	12	1145.19
4778	13	1018.22
4778	14	1338.6
4778	15	1195.81
6758	0	9856.77
6758	1	5013.57
6758	2	3343.56
6758	3	2506.42
6758	4	2007.17
6758	5	1708.73
6758	6	1467.52
6758	7	1288.23
6758	8	2210.31
6758	9	2007.69
6758	10	1851.01
6758	11	1672.61
6758	12	1784.76
6758	13	1436.11
6758	14	1611.25
6758	15	1405.62
9558	0	13926.5
9558	1	7076.61
9558	2	4716.98
9558	3	3619.89
9558	4	2899.84
9558	5	2357.68
9558	6	2067.93
9558	7	1830.37
9558	8	3120.34
9558	9	2830.17
9558	10	2605.72
9558	11	2475.57
9558	12	2284.58
9558	13	2106.46
9558	14	2129.44
9558	15	1883.87
13518	0	19660.6
13518	1	9979.16
13518	2	6649.85
13518	3	5075.56
13518	4	4052.22
13518	5	3349.29
13518	6	2913.12
13518	7	2605.85
13518	8	4407.52
13518	9	3995.84
13518	10	3657.95
13518	11	3331.66
13518	12	3207.05
13518	13	2892.93
13518	14	2896.39
13518	15	2618.23
19118	0	27711.2
19118	1	14067.5
19118	2	9380.39
19118	3	7084.18
19118	4	5694.96
19118	5	4738.45
19118	6	4078.22
19118	7	3682.63
19118	8	6235.9
19118	9	5636.23
19118	10	5117.89
19118	11	4703.49
19118	12	4430.55
19118	13	4095.31
19118	14	3925.69
19118	15	3802.53
27037	0	39167.8
27037	1	19850.8
27037	2	13233.2
27037	3	9959.15
27037	4	7945.32
27037	5	6642.91
27037	6	5711.22
27037	7	5266.64
27037	8	8798.08
27037	9	7946.39
27037	10	7269.1
27037	11	6764.39
27037	12	6153.42
27037	13	5750.69
27037	14	5424.71
27037	15	5265.63
38237	0	55414.8
38237	1	28040.7
38237	2	18692.6
38237	3	14029.4
38237	4	11216.5
38237	5	9372.08
38237	6	8047.69
38237	7	7281.46
38237	8	12411.7
38237	9	11217.2
38237	10	10266.8
38237	11	9379.49
38237	12	8904.97
38237	13	8089.9
38237	14	7808.76
38237	15	7450.44
54076	0	78267.5
54076	1	39625.2
54076	2	26414.2
54076	3	19830.6
54076	4	15851.6
54076	5	13241.6
54076	6	11334.5
54076	7	10483.2
54076	8	17565.3
54076	9	15936.3
54076	10	14417.2
54076	11	13209.5
54076	12	12294.5
54076	13	11410.4
54076	14	11098.9
54076	15	10204.1
