128	209.654
256	440.852
384	756.302
512	995.93
640	1360.71
768	1646.27
896	2209.67
1024	2463.96
1152	2812.24
1280	3101.01
1408	3190.48
1536	2306.84
1664	2260.05
1792	3069.13
1920	2992.73
2048	3339.12
2176	3322.71
2304	3612.4
2432	3614.18
2560	3908.39
2688	3907.46
2816	4180.38
2944	4260.4
3072	4273.47
3200	4375.08
3328	4346.62
3456	4449.79
3584	4514.76
3712	4735.41
3840	4653.95
3968	4766.55
4096	4838.41
4224	4940.63
4352	4987.1
4480	5087.6
4608	5322.89
4736	5340.44
4864	5438.24
4992	5327.81
5120	5748.19
5248	5820.94
5376	5904.31
5504	5822.42
5632	6113.44
5760	5974.77
5888	6262.5
6016	6018.67
6144	6363.5
6272	6407.43
6400	6493.49
6528	6458.67
6656	6614.5
6784	6634.02
6912	6805.91
7040	6748.52
7168	6920.22
7296	6859.31
7424	6978.24
7552	6758.53
7680	7071.63
7808	7116.21
7936	7144.85
8064	7118.37
8192	7238.78
8320	7153.17
8448	7284.95
8576	7201.69
8704	7228.25
8832	7229.3
8960	7326.88
